SeriesId,AreaCode,ItemCode,SeriesTitle,FootnoteCodes,BeginYear,BeginPeriod,EndYear,EndPeriod
"APU0200704211    ",200,704211,"Chops, center cut, bone-in, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2015,M04
"APU0200704212    ",200,704212,"Chops, boneless, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1995,M07,2017,M07
"APU0200704311    ",200,704311,"Ham, rump or shank half, bone-in, smoked,per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1986,M06
"APU0200704312    ",200,704312,"Ham, boneless, excluding canned, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1991,M01,2017,M07
"APU0200704321    ",200,704321,"Ham, canned, 3 or 5 lbs, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1991,M08
"APU0200704411    ",200,704411,"Pork shoulder roast, blade boston, bone-in (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1981,M12
"APU0200704412    ",200,704412,"Pork sirloin roast, bone-in (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1987,M12
"APU0200704413    ",200,704413,"Shoulder picnic, bone-in, smoked, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M04,1985,M01
"APU0200704421    ",200,704421,"Sausage, fresh, loose, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1991,M07
"APU0200705111    ",200,705111,"Frankfurters, all meat or all beef, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1991,M08
"APU0200705121    ",200,705121,"Bologna, all beef or mixed, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2017,M04
"APU0200705141    ",200,705141,"Beef liver (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1990,M07
"APU0200706111    ",200,706111,"Chicken, fresh, whole, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0200706211    ",200,706211,"Chicken breast, bone-in, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1997,M12
"APU0200706212    ",200,706212,"Chicken legs, bone-in, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M11,2017,M07
"APU0200706311    ",200,706311,"Turkey, frozen, whole, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0200707111    ",200,707111,"Tuna, light, chunk, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2001,M10
"APU0200708111    ",200,708111,"Eggs, grade A, large, per doz. in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0200709111    ",200,709111,"Milk, fresh, whole, fortified, per 1/2 gal. (1.9 lit) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1992,M02
"APU0200709112    ",200,709112,"Milk, fresh, whole, fortified, per gal. (3.8 lit) in Midwest urban, average price, not seasonally adjusted","          ",1995,M07,2017,M07
"APU0200709211    ",200,709211,"Milk, fresh, skim (cost per one-half gallon/1.9 liters) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1986,M12
"APU0200709212    ",200,709212,"Milk, fresh, low fat, per 1/2 gal. (1.9 lit) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1985,M07
"APU0200709213    ",200,709213,"Milk, fresh, low fat, per gal. (3.8 lit) in Midwest urban, average price, not seasonally adjusted","          ",1995,M07,2003,M03
"APU0200710111    ",200,710111,"Butter, salted, grade AA, stick, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2012,M04
"APU0200710122    ",200,710122,"Yogurt, natural, fruit flavored, per 8 oz. (226.8 gm) in Midwest urban, average price, not seasonally adjusted","          ",1981,M02,1995,M04
"APU0200710211    ",200,710211,"American processed cheese, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1984,M01,2017,M07
"APU0200710212    ",200,710212,"Cheddar cheese, natural, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1984,M01,2017,M07
"APU0200710411    ",200,710411,"Ice cream, prepackaged, bulk, regular, per 1/2 gal. (1.9 lit) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0200711111    ",200,711111,"Apples, Red Delicious, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2013,M05
"APU0200711211    ",200,711211,"Bananas, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0200711311    ",200,711311,"Oranges, Navel, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0200711312    ",200,711312,"Oranges, Valencia, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M06,2012,M09
"APU0200711411    ",200,711411,"Grapefruit, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0200711412    ",200,711412,"Lemons, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0200711413    ",200,711413,"Pears, Anjou, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2009,M06
"APU0200711414    ",200,711414,"Peaches, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M06,2017,M07
"APU0200711415    ",200,711415,"Strawberries, dry pint, per 12 oz. (340.2 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M04,2017,M07
"APU0200711416    ",200,711416,"Grapes, Emperor or Tokay (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1986,M12
"APU0200711417    ",200,711417,"Grapes, Thompson Seedless, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M07,2017,M07
"APU0200711418    ",200,711418,"Cherries, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M06,2017,M07
"APU0200712111    ",200,712111,"Potatoes, white (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1986,M02
"APU0200712112    ",200,712112,"Potatoes, white, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1986,M03,2017,M07
"APU0200712211    ",200,712211,"Lettuce, iceberg, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0200712311    ",200,712311,"Tomatoes, field grown, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0200712401    ",200,712401,"Cabbage, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1997,M12
"APU0200712402    ",200,712402,"Celery, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1992,M07
"APU0200712403    ",200,712403,"Carrots, short trimmed and topped, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2014,M05
"APU0200712404    ",200,712404,"Onions, dry yellow, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1990,M09
"APU0200712405    ",200,712405,"Onions, green scallions (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1990,M09
"APU0200712406    ",200,712406,"Peppers, sweet, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2013,M05
"APU0200712407    ",200,712407,"Corn on the cob, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M04,1990,M09
"APU0200712408    ",200,712408,"Radishes (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1989,M07
"APU0200712409    ",200,712409,"Cucumbers, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1992,M02
"APU0200712412    ",200,712412,"Broccoli, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1995,M07,2017,M07
"APU0200713111    ",200,713111,"Orange juice, frozen concentrate, 12 oz. can, per 16 oz. (473.2 ml) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2015,M04
"APU0200713311    ",200,713311,"Apple Sauce, any variety, all sizes, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1995,M07,1996,M01
"APU0200713312    ",200,713312,"Peaches, any variety, all sizes, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1995,M07,1997,M12
"APU0200714111    ",200,714111,"Potatoes, frozen, French fried, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2002,M05
"APU0200714231    ",200,714231,"Tomatoes, canned, whole, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1988,M01
"APU0200714233    ",200,714233,"Beans, dried, any type, all sizes, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1995,M11,2017,M07
"APU0200715111    ",200,715111,"Hard candy, solid (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1986,M12
"APU0200715211    ",200,715211,"Sugar, white, all sizes, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0200715212    ",200,715212,"Sugar, white, 33-80 oz. pkg, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2014,M10
"APU0200715311    ",200,715311,"Jelly (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1981,M12
"APU0200716111    ",200,716111,"Margarine, vegetable oil blends, stick (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1980,M02,1981,M12
"APU0200716113    ",200,716113,"Margarine, vegetable oil blends, soft, tubs (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1980,M07
"APU0200716114    ",200,716114,"Margarine, stick, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1984,M01,2007,M10
"APU0200716116    ",200,716116,"Margarine, soft, tubs, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1984,M01,2013,M09
"APU0200716121    ",200,716121,"Shortening, vegetable oil blends, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2003,M10
"APU0200716141    ",200,716141,"Peanut butter, creamy, all sizes, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1984,M01,2017,M07
"APU0200717111    ",200,717111,"Cola, non-diet, return bottles, 6 or 8 pack (cost per 16 ounces/473.2 ml) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1986,M08
"APU0200717113    ",200,717113,"Cola, nondiet, cans, 72 oz. 6 pk., per 16 oz. (473.2 ml) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1988,M02
"APU0200717114    ",200,717114,"Cola, nondiet, per 2 liters (67.6 oz) in Midwest urban, average price, not seasonally adjusted","          ",2004,M11,2005,M04
"APU0200717311    ",200,717311,"Coffee, 100%, ground roast, all sizes, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0200717312    ",200,717312,"Coffee, 100%, ground roast, 13.1-20 oz. can, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1985,M01
"APU0200717324    ",200,717324,"Coffee, instant, plain, regular, 6.1-14 ounce (cost per 16 ounces/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1984,M01,1987,M08
"APU0200717325    ",200,717325,"Coffee, freeze dried, regular, all sizes (cost per 16 ounces/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1984,M01,1986,M12
"APU0200717326    ",200,717326,"Coffee, freeze dried, decaf., all sizes (cost per 16 ounces/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1984,M01,1984,M09
"APU0200717327    ",200,717327,"Coffee, instant, plain, regular, all sizes, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1995,M07,1997,M12
"APU0200717411    ",200,717411,"Coffee, instant, plain, 9.1-14 ounce (cost per 16 ounces/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1983,M10
"APU0200717413    ",200,717413,"Coffee, freeze dried, plain, 3.1-9 ounce (cost per 16 ounces/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1983,M12
"APU0200718311    ",200,718311,"Potato chips, per 16 oz. in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0200718631    ",200,718631,"Pork and beans, canned (cost per 16 ounces/453.6 grams) in Midwest urban, average price, not seasonally adjusted","          ",1980,M01,1986,M01
"APU0200720111    ",200,720111,"Malt beverages, all types, all sizes, any origin, per 16 oz. (473.2 ml) in Midwest urban, average price, not seasonally adjusted","          ",1995,M07,2017,M07
"APU0200720221    ",200,720221,"Vodka, domestic, 375 ml-1.75 liter (cost per 25.4 ounces/750 ml) in Midwest urban, average price, not seasonally adjusted","          ",1985,M12,1986,M03
"APU0200720222    ",200,720222,"Vodka, all types, all sizes, any origin, per 1 liter (33.8 oz) in Midwest urban, average price, not seasonally adjusted","          ",1995,M07,1997,M11
"APU0200720311    ",200,720311,"Wine, red and white table, all sizes, any origin, per 1 liter (33.8 oz) in Midwest urban, average price, not seasonally adjusted","          ",1995,M07,2017,M07
"APU020072511     ",200,72511,"Fuel oil #2 per gallon (3.785 liters) in Midwest urban, average price, not seasonally adjusted","          ",1978,M11,2017,M05
"APU020072601     ",200,72601,"Utility (piped) gas - 40 therms in Midwest urban, average price, not seasonally adjusted","          ",1978,M11,2013,M06
"APU020072610     ",200,72610,"Electricity per KWH in Midwest urban, average price, not seasonally adjusted","          ",1978,M11,2017,M07
"APU020072611     ",200,72611,"Utility (piped) gas - 100 therms in Midwest urban, average price, not seasonally adjusted","          ",1978,M11,2013,M06
"APU020072620     ",200,72620,"Utility (piped) gas per therm in Midwest urban, average price, not seasonally adjusted","          ",1978,M11,2017,M07
"APU020072621     ",200,72621,"Electricity per 500 KWH in Midwest urban, average price, not seasonally adjusted","          ",1978,M11,2013,M06
"APU020074712     ",200,74712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in Midwest urban, average price, not seasonally adjusted","          ",1978,M01,1991,M04
"APU020074713     ",200,74713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in Midwest urban, average price, not seasonally adjusted","          ",1978,M01,1982,M08
"APU020074714     ",200,74714,"Gasoline, unleaded regular, per gallon/3.785 liters in Midwest urban, average price, not seasonally adjusted","          ",1978,M01,2017,M07
"APU020074715     ",200,74715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in Midwest urban, average price, not seasonally adjusted","          ",1993,M12,2017,M07
"APU020074716     ",200,74716,"Gasoline, unleaded premium, per gallon/3.785 liters in Midwest urban, average price, not seasonally adjusted","          ",1981,M09,2017,M07
"APU020074717     ",200,74717,"Automotive diesel fuel, per gallon/3.785 liters in Midwest urban, average price, not seasonally adjusted","          ",1998,M01,2017,M07
"APU02007471A     ",200,7471A,"Gasoline, all types, per gallon/3.785 liters in Midwest urban, average price, not seasonally adjusted","          ",1978,M01,2017,M07
"APU0200FC1101    ",200,FC1101,"All uncooked ground beef, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1998,M01,2017,M07
"APU0200FC2101    ",200,FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1998,M01,2017,M07
"APU0200FC3101    ",200,FC3101,"All Uncooked Beef Steaks, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1998,M01,2017,M07
"APU0200FC4101    ",200,FC4101,"All Uncooked Other Beef (Excluding Veal), per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1998,M01,2017,M07
"APU0200FD2101    ",200,FD2101,"All Ham (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1998,M01,2017,M07
"APU0200FD3101    ",200,FD3101,"All Pork Chops, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1998,M01,2017,M07
"APU0200FD4101    ",200,FD4101,"All Other Pork (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",1998,M01,2017,M07
"APU0200FF1101    ",200,FF1101,"Chicken breast, boneless, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",2006,M01,2017,M07
"APU0200FL2101    ",200,FL2101,"Lettuce, romaine, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted","          ",2006,M06,2016,M10
"APU0300701111    ",300,701111,"Flour, white, all purpose, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300701312    ",300,701312,"Rice, white, long grain, uncooked, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300701321    ",300,701321,"Spaghetti (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted","          ",1980,M01,1980,M06
"APU0300701322    ",300,701322,"Spaghetti and macaroni, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1984,M01,2017,M07
"APU0300702111    ",300,702111,"Bread, white, pan, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300702112    ",300,702112,"Bread, French, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2000,M10
"APU0300702211    ",300,702211,"Bread, rye, pan (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted","          ",1980,M01,1981,M12
"APU0300702212    ",300,702212,"Bread, whole wheat, pan, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300702213    ",300,702213,"Bread, wheat blend, pan (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted","          ",1980,M01,1980,M08
"APU0300702221    ",300,702221,"Rolls, hamburger (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted","          ",1980,M01,1985,M10
"APU0300702411    ",300,702411,"Cupcakes, chocolate (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted","          ",1980,M01,1985,M07
"APU0300702421    ",300,702421,"Cookies, chocolate chip, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300702611    ",300,702611,"Crackers, soda, salted, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2000,M10
"APU0300703111    ",300,703111,"Ground chuck, 100% beef, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300703112    ",300,703112,"Ground beef, 100% beef, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1984,M01,2017,M07
"APU0300703113    ",300,703113,"Ground beef, lean and extra lean, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1991,M01,2017,M07
"APU0300703211    ",300,703211,"Chuck roast, USDA Choice, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,1996,M04
"APU0300703212    ",300,703212,"Chuck roast, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1991,M01,2017,M07
"APU0300703213    ",300,703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1989,M01,2017,M07
"APU0300703311    ",300,703311,"Round roast, USDA Choice, boneless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300703312    ",300,703312,"Round roast, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1991,M01,2016,M10
"APU0300703411    ",300,703411,"Rib roast, USDA Choice, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,1997,M12
"APU0300703421    ",300,703421,"Steak, chuck, U.S. choice, bone-in (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted","          ",1980,M01,1988,M12
"APU0300703422    ",300,703422,"Steak, T-Bone, USDA Choice, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,1998,M01
"APU0300703423    ",300,703423,"Steak, porterhouse, U.S. choice, bone-in (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted","          ",1980,M01,1988,M02
"APU0300703425    ",300,703425,"Steak, rib eye, USDA Choice, boneless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1991,M01,1997,M12
"APU0300703431    ",300,703431,"Short ribs, any primal source, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1991,M01,1993,M10
"APU0300703432    ",300,703432,"Beef for stew, boneless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1991,M01,2015,M08
"APU0300703511    ",300,703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300703512    ",300,703512,"Steak, round, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1991,M01,2017,M07
"APU0300703611    ",300,703611,"Steak, sirloin, USDA Choice, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,1991,M07
"APU0300703612    ",300,703612,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1991,M01,2013,M04
"APU0300703613    ",300,703613,"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1989,M01,2017,M07
"APU0300704111    ",300,704111,"Bacon, sliced, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300704211    ",300,704211,"Chops, center cut, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2016,M09
"APU0300704212    ",300,704212,"Chops, boneless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1995,M07,2017,M07
"APU0300704311    ",300,704311,"Ham, rump or shank half, bone-in, smoked,per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2013,M06
"APU0300704312    ",300,704312,"Ham, boneless, excluding canned, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1991,M01,2017,M07
"APU0300704313    ",300,704313,"Ham, rump portion, bone-in, smoked (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted","          ",1980,M01,1983,M12
"APU0300704314    ",300,704314,"Ham, shank portion, bone-in, smoked (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted","          ",1980,M01,1983,M12
"APU0300704321    ",300,704321,"Ham, canned, 3 or 5 lbs, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,1989,M07
"APU0300704411    ",300,704411,"Pork shoulder roast, blade boston, bone-in (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted","          ",1980,M01,1983,M12
"APU0300704412    ",300,704412,"Pork sirloin roast, bone-in (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted","          ",1980,M01,1982,M06
"APU0300704413    ",300,704413,"Shoulder picnic, bone-in, smoked, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2000,M09
"APU0300704421    ",300,704421,"Sausage, fresh, loose, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2002,M10
"APU0300705111    ",300,705111,"Frankfurters, all meat or all beef, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300705121    ",300,705121,"Bologna, all beef or mixed, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300705141    ",300,705141,"Beef liver (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted","          ",1980,M01,1988,M06
"APU0300706111    ",300,706111,"Chicken, fresh, whole, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300706211    ",300,706211,"Chicken breast, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2002,M09
"APU0300706212    ",300,706212,"Chicken legs, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300706311    ",300,706311,"Turkey, frozen, whole, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300707111    ",300,707111,"Tuna, light, chunk, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2004,M11
"APU0300708111    ",300,708111,"Eggs, grade A, large, per doz. in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300709111    ",300,709111,"Milk, fresh, whole, fortified, per 1/2 gal. (1.9 lit) in South urban, average price, not seasonally adjusted","          ",1980,M01,1991,M07
"APU0300709112    ",300,709112,"Milk, fresh, whole, fortified, per gal. (3.8 lit) in South urban, average price, not seasonally adjusted","          ",1995,M07,2017,M07
"APU0300709211    ",300,709211,"Milk, fresh, skim (cost per one-half gallon/1.9 liters) in South urban, average price, not seasonally adjusted","          ",1980,M01,1986,M05
"APU0300709212    ",300,709212,"Milk, fresh, low fat, per 1/2 gal. (1.9 lit) in South urban, average price, not seasonally adjusted","          ",1980,M01,1988,M06
"APU0300709213    ",300,709213,"Milk, fresh, low fat, per gal. (3.8 lit) in South urban, average price, not seasonally adjusted","          ",1995,M07,2000,M10
"APU0300710111    ",300,710111,"Butter, salted, grade AA, stick, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2010,M04
"APU0300710122    ",300,710122,"Yogurt, natural, fruit flavored, per 8 oz. (226.8 gm) in South urban, average price, not seasonally adjusted","          ",1987,M01,1997,M12
"APU0300710211    ",300,710211,"American processed cheese, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1987,M01,2017,M07
"APU0300710212    ",300,710212,"Cheddar cheese, natural, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1984,M01,2017,M07
"APU0300710411    ",300,710411,"Ice cream, prepackaged, bulk, regular, per 1/2 gal. (1.9 lit) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300711111    ",300,711111,"Apples, Red Delicious, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300711211    ",300,711211,"Bananas, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300711311    ",300,711311,"Oranges, Navel, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300711312    ",300,711312,"Oranges, Valencia, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M05,2009,M09
"APU0300711411    ",300,711411,"Grapefruit, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300711412    ",300,711412,"Lemons, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2017,M07
"APU0300711413    ",300,711413,"Pears, Anjou, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M01,2008,M04
"APU0300711414    ",300,711414,"Peaches, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted","          ",1980,M06,2017,M07
